covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
years_to_birth,0.06729396374278863,1.0696098584814533,0.007203742634853381,0.053174887624580336,0.08141303986099693,1.0546140679414426,1.084818877481766,0.0,9.341528029777855,9.495371335583129e-21,66.513265571667
gender,0.02704613317093955,1.0274151995912266,0.17100876217233088,-0.30812488172760455,0.3622171480694837,0.7348235462449402,1.4365108436511924,0.0,0.15815641741026296,0.8743335453119936,0.193744343342592
radiation_therapy,0.3364830795708492,1.4000151802117897,0.20281382699697348,-0.06102471690995609,0.7339908760516545,0.9407999858200917,2.083378544181087,0.0,1.6590736664905517,0.09710094890637894,3.3643707955119457
race,0.29579118318183545,1.3441894381621957,0.3427576020868312,-0.3760013723356646,0.9675837386993356,0.6866013907940787,2.6315781906254507,0.0,0.8629748293865771,0.38815130624572736,1.3653089522198376
histological_type_astrocytoma,0.49597578696069666,1.642099797110416,0.2202013912421594,0.06438899078045057,0.9275625831409428,1.066507179543452,2.5283390448664194,0.0,2.2523735393445503,0.02429867643640891,5.362978458274285
histological_type_oligodendroglioma,-0.2498218801012593,0.778939515343147,0.24277663996090057,-0.725655350712272,0.22601159050975347,0.4840072704863717,1.253590194943365,0.0,-1.0290194317768522,0.30347054374896315,1.7203716062471792
MUC16,-3.0417485645942604,0.0477513201845191,1.0492298505283346,-5.098201283134141,-0.9852958460543801,0.0061077227549590895,0.3733287627558226,0.0,-2.8990297626993766,0.0037431936022647087,8.06151461665291
PIK3CA,0.602361030630307,1.826425961358934,0.36896213439097675,-0.12079146443503475,1.3255135256956487,0.8862187484520726,3.7641178299968123,0.0,1.632582247564747,0.10255688738904897,3.285503713080618
NF1,1.8009354190885238,6.055309067703063,0.28503727331664347,1.2422726291364028,2.359598209040645,3.4634757232217233,10.586696958655027,0.0,6.318245323263013,2.6454982171759324e-10,31.815741503372674
FUBP1,0.4289105074086805,1.5355836048919902,0.4306765054062224,-0.4151999321750853,1.2730209469924463,0.6602082706333352,3.5716259739537093,0.0,0.9958994791325425,0.3192989884233386,1.647020112599289
IDH1,-0.6572072581338013,0.5182967842967571,0.32276012345867994,-1.2898054757585156,-0.024609040509087188,0.27532433513845267,0.9756912932424663,0.0,-2.0362095883816256,0.041729313851754254,4.582794990975713
TP53,-0.18845376632272384,0.8282387950786129,0.3567694731856862,-0.8877090845499973,0.5108015519045497,0.41159760880532203,1.6666265473804733,0.0,-0.5282227894667438,0.5973447136940152,0.7433643774436299
TTN,0.21375636503142068,1.2383209197599652,0.36398150019883696,-0.49963426639715824,0.9271469964599997,0.6067525289260843,2.527288519141833,0.0,0.5872726084008368,0.5570206345429225,0.8441973224363402
ATRX,0.9950238708951161,2.7047889062411294,0.36357015381195973,0.28243946356998717,1.707608278220245,1.3263614794774945,5.515753541189311,0.0,2.7368139558830435,0.006203736660192101,7.332646837343261
CIC,-0.057784312964907616,0.9438535024474255,0.36852920662894706,-0.7800882852087636,0.6645196592789484,0.45836554262123635,1.9435567276452559,0.0,-0.15679710569883717,0.8754047539552898,0.19197787621872037
